tags,authors,comments,cover,size,title,uuid
"","Stefan Kornelius","»Otroligt bra. Betyg 4/5.« Magnus Utvik, SVT Gomorron SverigeEn högaktuell biografi om världens mäktigaste kvinnaVi möter en av vår tids mest tongivande politiker, i denna första biografi om Angela Merkel på svenska. Hon har blivit en samlande kraft för 2010-talets splittrade Europa i en alltmer komplex värld, med eurokris och flyktingströmmar.  Angela Merkel är den europeiska regeringschef som suttit längst på sin post. Och som EU:s mäktigaste politiker har hon förändrat synen på Tyskland. Med det numera klassiska uttalandet »Kunde vi rädda bankerna så kan vi rädda flyktingar« markerade hon för omvärlden att Tyskland står för en generös flyktingpolitik. Men vem är denna extraordinära kvinna? Är hon en kallhamrad realpolitiker eller drivs hon av ett genuint rättvisepatos?Stefan Kornelius är chef för den utrikespolitiska avdelningen på Süddeutsche Zeitung, och i sitt arbete har han haft nära kontakt med Merkel sedan 1989. Hans porträtt av henne är en fascinerande och insiktsfull skildring av världens mäktigaste kvinna.Angela Merkel utsågs till Årets person 2015 av den amerikanska tidningen TIME.Pressröster om boken: »En mycket läsvärd biografi … detaljrik skildring av Merkel som människa och politiker.« Skaraborgs Allehanda»Stefan Kornelius välskrivna och sakkunniga biografi ger en bra inblick i det diplomatiska spelet bakom kulisserna.« Vestmanlands Läns Tidning»Den som vill läsa en insiktsfull redogörelse för Merkels insatser under eurokrisen kan inte förbigå denna grundliga analys. Vi får också intressanta inblickar i vardagslivet för en hårt arbetande förbundskansler.« Östra Småland»Det är inte en idoliserande, istället en väl balanserad, biografi om en stundom hårt ansatt, men också ansedd, politiker i ständigt medialt strålkastarljus. Språkligt välansat i översättning från tyska till svenska av Linus Kollberg. En fängslande politisk skildring där Angela Merkel nu intagit rollen som samlande kraft i ett oroligt Europa på 2010-talet.« Bibliotekstjänst»Briljant skrivet och välfunnet. Kornelius har exakt fångat in Merkels ambitioner och det hon konsekvent arbetar för …« Tidningen Nyset»Kornelius bok visar en begåvad och mångsidig personlighet, som har sin lust i utrikespolitiken. Vi får tränga in i hennes innersta krets och möte henne i mötet med världens politiska ledare.« Hemmets vän»Läsvärt … en omfattande och detaljrik skildring av Merkel som människa och politiker.« Skaraborgs Allehanda","C:\Apps\Calibre\Svenska\Stefan Kornelius\Angela Merkel (1625)\cover.jpg","923102","Angela Merkel","1596b630-7ba4-4fa4-a6c7-4e0ed21e686e"
"History, Military, World War II, General","Antony Beevor","»Den klarast lysande stjärnan på andra världskrigsböckernas himmel är den brittiske författaren Antony Beevor.« Svenska Dagbladet»Den briljante engelske historikern sammanfattar det största kriget på 900 sidor, både levande och lärorikt.«  Dagens Nyheter»Den mest heltäckande och objektiva skildring av kriget som jag fått nöjet att läsa. Sällan har någon lyckats ta ett sådant helhetsgrepp om något så komplext och lyckats så väl som Antony Beevor.« BBC Historia»Det är fullkomligt omöjligt att i en enkel recension ge ett praktverk som detta rättvisa. Antony Beevor har ännu en gång givit allt, i sitt sökande efter svaren på de otaliga frågor som detta krig väckt, och ännu väcker.« Folkbladet»Han förenar något så sällsynt som att ha berättarteknisk supertalang och samtidigt vara faktamässigt påläst in i minsta detalj. Vill man få en översiktlig, lättläst och oerhört intressant beskrivning av det så rekommenderas Antony Beevors översikt… här finns ett, om man törs använda ordet, underhållande sätt att fördjupa sig i mänsklighetens kanske största katastrof på ett samtidigt populärt och vetenskapligt sätt… « Upsala Nya TidningDet här är Antony Beevors efterlängtade mästerverk, som tar ett helhetsgrepp om den största konflikten genom tiderna. Precis som i de tidigare böckerna beskriver han briljant och initierat de militära förloppen samtidigt som han med stor detaljrikedom synliggör enskilda människoöden. Med Andra världskriget befäster Antony Beevor sin position som vår tids ledande militärhistoriska författare.Andra världskriget bröt ut i de manchuriska gränstrakterna i augusti 1939 och slutade där exakt sex år senare, i och med den sovjetiska invasionen av norra Kina. Kriget i Europa framträdde helt skilt från det i Stillahavsområdet och i Kina, men dessa händelser på helt motsatta håll i världen kom ändå att påverka varandra djupt. Denna globala katastrof – den största genom tiderna – har mer än någon annan konflikt kommit att påverka efterföljande generationer. Trots den aldrig sinande strömmen av böcker och filmer om andra världskriget är våra kunskaper om detta fortfarande fragmentariska och ofta vilseledande.Antony Beevor knyter i sin bok ihop krigets alla aspekter på ett helt nytt sätt, och han gör det med samma spänstiga berättarkonst som gjorde de tidigare böckerna Stalingrad, Berlin och D-dagen till internationella bästsäljare. Med utgångspunkt i de allra senaste vetenskapliga forskningsrönen målar Beevor på sin glasklara och förstående prosa upp hela bilden: en fängslande skildring som sträcker sig från Nordatlanten till Stilla havet, från Eurasiens snötäckta stäpper och Nordafrikas öknar till Sydostasiens djungler, från de mordiska tyska SS-förbanden och tragiska sovjetiska straffbataljonerna på östfronten till andra kinesisk-japanska kriget grymma fasor.Antony Beevors böcker har sålts i omkring en halv miljon exemplar i Sverige hittills. Hans senaste bok, D-dagen (2009) tog sig till förstaplats på topplistorna i sju länder, och till topp-placeringar i åtta andra länder. Antony Beevors böcker har översatts till 30 olika språk som sålts i över 5 miljoner exemplar.Pressröster:»Jag säger det igen, Antony Beevor är världens bästa militärhistoriske författare … Han har gjort ett makalöst jobb att sammanfatta världens mest omfattande konflikt, på alla fronter och ur alla perspektiv … Det här är ett givet standarverk som fungerar både som berättelse och uppslagsverk.« Biblioteket i fokus»…  bra och klarsynt, ofta fascinerande och medryckande. Avsnitten om Stalingrad är, föga förvånande, ett populärhistoriskt föredöme. Ledigt växlar Beevor mellan soldaternas och krigsherrarnas röster, mellan skildringar av den helvetiska fronten och Stalins och Hitlers hysteriska utbrott långt borta i säkerhet.« Östgöta Correspondenten »Det är en faktaspäckad redogörelse för krigets förlopp men tack vare Beevors skönlitterära förmåga och intressanta detaljer blir den aldrig tråkig att läsa … Läs den.« Mariestads-Tidningen »Om de tidigare böckerna har jag skrivit att jag är imponerad. Det är jag nästan ännu mer efter att ha inmundigat denna mäktiga tegelsten.« Dast Magazine»Klar, koncis, kronologisk, komplett.« Ölandsbladet»Beevors förmåga att visa kriget från både de strategiska höjdarnas sida likväl som från enskilda soldaters gör att läsningen aldrig känns långtråkig… Man kommer hela tiden på sig med att vilja läsa bara tio sidor till… « Arvika Nyheter»Det är få historiker som likt Beevor kan förmedla de stora händelserna i det lilla, och göra ett väl genomtuggat ämne så intressant att man nästan tycker sig läsa det för första gången.« Nerikes Allehanda»Det är verkligen dramatik som skildras och boken är trots sina 955 sidor lättläst, fascinerande, informativ och spännande … Beevors bok kommer nog att bli ett standardverk.« Hemmets Vän","C:\Apps\Calibre\Svenska\Antony Beevor\Andra varldskriget del 2_ Fran dece (1626)\cover.jpg","16855256","Andra världskriget del 2: Från december 1942 till Japans kapitulation","4106041b-c9a6-4528-aac3-552f52e79c24"
"History, Military, World War II, General","Antony Beevor","»Den klarast lysande stjärnan på andra världskrigsböckernas himmel är den brittiske författaren Antony Beevor.« Svenska Dagbladet»Den briljante engelske historikern sammanfattar det största kriget på 900 sidor, både levande och lärorikt.«  Dagens Nyheter»Den mest heltäckande och objektiva skildring av kriget som jag fått nöjet att läsa. Sällan har någon lyckats ta ett sådant helhetsgrepp om något så komplext och lyckats så väl som Antony Beevor.« BBC Historia»Det är fullkomligt omöjligt att i en enkel recension ge ett praktverk som detta rättvisa. Antony Beevor har ännu en gång givit allt, i sitt sökande efter svaren på de otaliga frågor som detta krig väckt, och ännu väcker.« Folkbladet»Han förenar något så sällsynt som att ha berättarteknisk supertalang och samtidigt vara faktamässigt påläst in i minsta detalj. Vill man få en översiktlig, lättläst och oerhört intressant beskrivning av det så rekommenderas Antony Beevors översikt… här finns ett, om man törs använda ordet, underhållande sätt att fördjupa sig i mänsklighetens kanske största katastrof på ett samtidigt populärt och vetenskapligt sätt… « Upsala Nya TidningDet här är Antony Beevors efterlängtade mästerverk, som tar ett helhetsgrepp om den största konflikten genom tiderna. Precis som i de tidigare böckerna beskriver han briljant och initierat de militära förloppen samtidigt som han med stor detaljrikedom synliggör enskilda människoöden. Med Andra världskriget befäster Antony Beevor sin position som vår tids ledande militärhistoriska författare.Andra världskriget bröt ut i de manchuriska gränstrakterna i augusti 1939 och slutade där exakt sex år senare, i och med den sovjetiska invasionen av norra Kina. Kriget i Europa framträdde helt skilt från det i Stillahavsområdet och i Kina, men dessa händelser på helt motsatta håll i världen kom ändå att påverka varandra djupt. Denna globala katastrof – den största genom tiderna – har mer än någon annan konflikt kommit att påverka efterföljande generationer. Trots den aldrig sinande strömmen av böcker och filmer om andra världskriget är våra kunskaper om detta fortfarande fragmentariska och ofta vilseledande.Antony Beevor knyter i sin bok ihop krigets alla aspekter på ett helt nytt sätt, och han gör det med samma spänstiga berättarkonst som gjorde de tidigare böckerna Stalingrad, Berlin och D-dagen till internationella bästsäljare. Med utgångspunkt i de allra senaste vetenskapliga forskningsrönen målar Beevor på sin glasklara och förstående prosa upp hela bilden: en fängslande skildring som sträcker sig från Nordatlanten till Stilla havet, från Eurasiens snötäckta stäpper och Nordafrikas öknar till Sydostasiens djungler, från de mordiska tyska SS-förbanden och tragiska sovjetiska straffbataljonerna på östfronten till andra kinesisk-japanska kriget grymma fasor.Antony Beevors böcker har sålts i omkring en halv miljon exemplar i Sverige hittills. Hans senaste bok, D-dagen (2009) tog sig till förstaplats på topplistorna i sju länder, och till topp-placeringar i åtta andra länder. Antony Beevors böcker har översatts till 30 olika språk som sålts i över 5 miljoner exemplar.Pressröster:»Jag säger det igen, Antony Beevor är världens bästa militärhistoriske författare … Han har gjort ett makalöst jobb att sammanfatta världens mest omfattande konflikt, på alla fronter och ur alla perspektiv … Det här är ett givet standarverk som fungerar både som berättelse och uppslagsverk.« Biblioteket i fokus»…  bra och klarsynt, ofta fascinerande och medryckande. Avsnitten om Stalingrad är, föga förvånande, ett populärhistoriskt föredöme. Ledigt växlar Beevor mellan soldaternas och krigsherrarnas röster, mellan skildringar av den helvetiska fronten och Stalins och Hitlers hysteriska utbrott långt borta i säkerhet.« Östgöta Correspondenten »Som yrkeshistoriker kan man inte undgå att imponeras av Beevors militärhistoriska kunskaper och förmåga att stilistiskt drivet skildra de nyss förflutna krigens alla förvecklingar … Den för Beevor kännetecknande växlingen mellan makro- och mikroperspektiv är berömvärd. Det stora skeendet och den faktamässiga noggrannheten blandas med mänskligt gripande detaljer.« Historielärarnas förening»Det är en faktaspäckad redogörelse för krigets förlopp men tack vare Beevors skönlitterära förmåga och intressanta detaljer blir den aldrig tråkig att läsa … Läs den.« Mariestads-Tidningen »Om de tidigare böckerna har jag skrivit att jag är imponerad. Det är jag nästan ännu mer efter att ha inmundigat denna mäktiga tegelsten.« Dast Magazine»Klar, koncis, kronologisk, komplett.« Ölandsbladet»Beevors förmåga att visa kriget från både de strategiska höjdarnas sida likväl som från enskilda soldaters gör att läsningen aldrig känns långtråkig… Man kommer hela tiden på sig med att vilja läsa bara tio sidor till… « Arvika Nyheter»Det är få historiker som likt Beevor kan förmedla de stora händelserna i det lilla, och göra ett väl genomtuggat ämne så intressant att man nästan tycker sig läsa det för första gången.« Nerikes Allehanda»Det är verkligen dramatik som skildras och boken är trots sina 955 sidor lättläst, fascinerande, informativ och spännande … Beevors bok kommer nog att bli ett standardverk.« Hemmets Vän","C:\Apps\Calibre\Svenska\Antony Beevor\Andra varldskriget del 1_ Fran krig (1627)\cover.jpg","26415161","Andra världskriget del 1: Från krigsutbrottet till november 1942","5f9af1ae-1b4d-4881-9ea6-05267c60e29f"
"Biography & Autobiography, General","Ernst Brunner","När Johan Jacob Anckarström halshöggs strax sydost om Skanstull i Stockholm en dag i april 1792 tog Sverige en ny vändning. Inom kort var gustavianerna bortstötta ur de ledande skikten, och snart bortglömda. Kungahuset Holstein-Gottorp var inom ett par årtionden utdött och ersattes av ätten Bernadotte. Långsamt demokratiserades Sverige, men samtidigt började Gustavs dagar alltmer framstå som en dröm i rosenrött i det allmänna medvetandet. En dröm med en svartmuskig skurk i kulisserna. Kungamördaren.Medan Gustav låg på sin dödsbädd var jakten på de sammansvurna intensiv och hård. Så fort han hade dött las i princip alla undersökningar ned. De flesta gick fria. Inte minst kungens egen bror var angelägen om att lägga locket på. Men man behövde en syndabock: Anckarström. Han fick ta skulden. Hela skulden. Historien la en tung bröda på hans minne.Monster eller hjälte? Samvetslös mördare eller ett moraliskt föredöme med stort personligt mod? Ernst Brunner har läst källmaterial, både känt och tidigare oanvänt, och med en historikers noggrannhet och romanförfattarens inlevelseförmåga tecknat historien i sin helhet, från Gustavs och Anckarströms barndomsdagar, till deras sista möte och sista andetag. Den bild vi får av Anckarström och sammansvärjningen mot kungen är långt mer sammansatt än i tidigare skildringar, och vägen fram till skotten på maskeradbalen den 16 mars är så intensiv i sin närvarokänsla att det bitvis är svårt att andas när man läser. Än en gång visar Ernst Brunner sin stora kunskap i svensk historia, och med sin virtuosa framställningskonst gör han denna faktaberättelse lika spännande som en roman.","C:\Apps\Calibre\Svenska\Ernst Brunner\Anckarstrom och kungamordet (1629)\cover.jpg","2310447","Anckarström och kungamordet","8552a595-064c-451e-b074-e4c77bcdb582"
"","Sofie Sarenbrandt","","C:\Apps\Calibre\Svenska\Sofie Sarenbrandt\Andra andningen (1630)\cover.jpg","1051603","Andra andningen","75970cbb-2497-4c5d-8a84-f2e89a12519e"
"","Cherstin Juhlin","Morden pa en medelalders dam och hennes aldrige granne forbryllar polisinspektor Annika Vester. Hon ar erfaren 55+are och brottsutredare pa Kriminaljouren, samt mamma och mormor, och skild sedan tio ar. Hon ar aven humoristisk, sarbar, rakryggad och klurig gatlosare. Kan aven vara lite ironisk vid ratt tillfalle. Det ena mordet, som Annika och kollegan Peter borjar nysta i, har knytning till 60-talet. En aldre, osympatisk kommissarie har under manga ar, pa olika satt, satt kappar i hjulet och hindrat Annikas vidareutbildningar. Han ska forstas inte slippa undan. En gammal karlekshistoria gor sig pamind efter motet med en yngre, till synes sjabbig, man. Annika borjar langta efter tvasamheten igen och en charmig kollega, Rolf, stottar nar hon kommer markliga och hemska saker pa sparen. ANAGRAM, dar morden ar fiction, tar aven upp realistiska arbetsforhallanden inom polisen.""

**
","C:\Apps\Calibre\Svenska\Cherstin Juhlin\Anagram_ Spanningsroman (1632)\cover.jpg","1078503","Anagram: Spänningsroman","a976faef-60f4-4f45-8199-2d1b8676eb42"
"Fiction, General","Neil Gaiman","Gaimans mästerverk i jubileumsutgåva - en läsupplevelse utöver det vanliga!Amerikanska gudar utkom för första gången 2001. Nu kommer den i nyutgåva, med nyskrivet förord av Neil Gaiman. Boken är även planerad att bli HBO-serie.När Shadows fru dör i en bilolycka får han lämna fängelset för att delta i begravningen. På flyget hem stöter han på den mystiske mr Wednesday, som så småningom visar sig vara en gammal gud, på jakt efter sina kollegor. Snart kommer nämligen det stora slaget mellan de gamla gudarna och de nya att utkämpas, och Wednesday behöver Shadows hjälp.Amerikanska Gudar är Neil Gaimans mest ambitösa roman och ett underbart sätt att stifta bekantskap med en omtalad författare. Under en otäck, märklig och närmast hallucinogen road-trip genom USA tacklar Gaiman allt från informationssamhällets våldsamma angrepp till dödens mening, utan att för den skull offra den knivskarpa intrigen, humorn eller den sprudlande berättarglädjen.Boken har vunnit en mängd fina priser, bl.a. Hugo Award for Best SF/Fantasy Novel, Bram Stoker Award for Best Horror Novel, Nebula Award for Best Novel. Vi garanterar en läsupplevelse utöver det vanliga!Översättare: Ylva Spångberg","C:\Apps\Calibre\Svenska\Neil Gaiman\Amerikanska gudar (1633)\cover.jpg","1009232","Amerikanska gudar","7f1f1498-37b5-4c1a-9e50-b4b0bbf6f6c2"
"","Chris Kyle & Scott McEwen & Jim Defelice","The #1 *New York Times* bestselling memoir of U.S. Navy Seal Chris Kyle, and the source for Clint Eastwood’s blockbuster movie which was nominated for six academy awards, including best picture.

From 1999 to 2009, U.S. Navy SEAL Chris Kyle recorded the most career sniper kills in United States military history. His fellow American warriors, whom he protected with deadly precision from rooftops and stealth positions during the Iraq War, called him “The Legend”; meanwhile, the enemy feared him so much they named him *al-Shaitan *(“the devil”) and placed a bounty on his head. Kyle, who was tragically killed in 2013, writes honestly about the pain of war—including the deaths of two close SEAL teammates—and in moving first-person passages throughout, his wife, Taya, speaks openly about the strains of war on their family, as well as on Chris. Gripping and unforgettable, Kyle’s masterful account of his extraordinary battlefield experiences ranks as one of the great war memoirs of all time.

**
","C:\Apps\Calibre\Svenska\Chris Kyle\American Sniper_ The Autobiography (1634)\cover.jpg","3200763","American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History","4b0d87a5-212d-4109-96fd-9ffdc79a62c5"
"Social Science, Sociology, General","Lovisa Lamm","»Sverige är ett modigt litet land. Under ledning av sin kung säger svenskarna ifrån.«Så beskriver Nordkoreas ledare Kim Il Sung Sverige i samband med öppnandet av den svenska ambassaden i Pyongyang 1975. Under 26 år förblir Sverige det enda västlandet med en beskickning i den kommunistiska folkrepubliken. Ambassaden är en del av en storslagen svensk exportsatsning. Nordkorea betraktas som ett ekonomiskt under och svenska storföretag tror sig ha upptäckt det nya Japan.Året innan ambassaden öppnas föds Kim i en liten by i norra delen av landet. Han kommer som Flykting till Sverige 2005. Inte långt från Kims by flyttar Kerstin Molitor och hennes man in i januari 1979 som ett led i den svenska satsningen. Ambassaden i Pyongyang har utgjort en unik utkikspost i världens mest slutna land.Med utgångspunkt från sin resa till landet, tidigare hemligstämplade UD-rapporter och Säpo-protokoll tecknar Lovisa Lamm en omtumlande och komplex bild av Nordkorea och Sveriges relation till denna säregna nation.","C:\Apps\Calibre\Svenska\Lovisa Lamm\Ambassaden i paradiset (1635)\cover.jpg","612721","Ambassaden i paradiset","ef9a993f-90d3-433b-818e-c0f16c812c64"
"","Arne Jernelöv","","C:\Apps\Calibre\Svenska\Arne Jernelov\Amazonia (1639)\cover.jpg","867176","Amazonia","005c5a74-2d87-49c2-8cf8-cd87477f675f"
"thrillers och spänning, Deckare","Dean Koontz","Dean Koontz är född och uppvuxen i Pennsylvania. Han utbildade sig vid Shippensburg State College och arbetade därefter som lärare i flera år. På kvällar och helger skrev han böcker, och i slutet av 1970-talet kom hans genombrott som författare. Koontz är en av de mest lästa spänningsförfattarna idag. Både läsare och kritiker hyllar hans förmåga att skapa trovärdiga karaktärer, mystik, äventyr och spänning. Hans böcker är översatta till ett fyrtiotal språk och har sålts i närmare 400 miljoner exemplar runt om i världen. Tio av hans romaner har gått direkt upp på New York Times bästsäljarlista. Dean Koontz lever sedan flera år tillbaka i södra Kalifornien tillsammans med sin fru Gerda. Välkommen att besöka Dean Koontz på www.deankoontz.com","C:\Apps\Calibre\Svenska\Dean Koontz\Alltid Odd (1646)\cover.jpg","772693","Alltid Odd","1ed9effb-8e5a-4950-9557-3975231d2a38"
"Fiction, General","Christina Stielli","I kärlekens namnKaroline är noga med att be till Gud innan hon somnar. Hon ber att han aldrig ska ta sin hand ifrån henne, att han ska förlåta henne för allt så att hon inte är en syndare. Hon är noga med att be rätt. Hon försöker göra allt rätt, precis som mamma och Gud vill. Det är lätt när man är liten och söt, men när Karolines kropp växer och känslorna pirrar tvingar mamma henne att skyla sig. Karoline förstår att hon är ful, vet att hon inte duger och hatar kroppen som växer. Hon jagar sin älskade mammas bekräftelse och lyssnar efter en Gud som tystnat. Men närmare än hon kan ana finns någon som tycker att hon är fulländad. Församlingens pastor, hennes morbror Aron, försäkrar henne att Gud lyssnar och att hon är vacker som en ängel. Aron är den enda som ser henne, som tar i henne med mjuka händer och säger att hon är vacker. Att hans händer går över gränsen tar det alldeles för lång tid för Karoline att inse. Och till vem kan hon då gå?Allt för din skull är en berättelse om längtan efter och rädsla för kärlek. Om att bli vuxen och att våga bryta sig loss. Och om hur det kan vara att göra detta i en strängt religiöst och kontrollerande församling.Omslagsformgivare: Miroslav Sokcic","C:\Apps\Calibre\Svenska\Christina Stielli\Allt for din skull (1647)\cover.jpg","1219132","Allt för din skull","83bff0b6-47b6-4d0e-a06c-7bee83923d59"
"Fiction, General","Karolina Ramqvist","Saga minns mycket väl hur själva födelseögonblicket såg ut. Konstigt vore det annars. Varenda gång hon fyller år visar hennes mamma filmen från förlossningen. Det ögonblick där det lilla barn som blir Saga själv krystas ut.Sagas mamma är konstnär och radikalfeminist. Hon lär Saga att det viktigaste av allt är att bli en stark och självständig kvinna som inte behöver någon man. Kort sagt, en sådan kvinna som Sagas mamma är. Och som dotter till en sådan får man också räkna med att klara sig på egen hand. Saga har längtat efter allt som vuxenlivet innebär. Hon vill ut i staden, erövra dagen och natten.Första steget är gymnasiet på Södra Latin, nya vänskaper, café au lait, cigaretter och klubbar. Det är Stockholm, det är 90-tal, och Saga tar sig snabbt in i de inre kretsarna. Hon och hennes kompis Pauline lär känna de rätta människorna, får ligga, festa och vara fria. Det är nu allt ska hända och alla vill ha en ung tjej. Samtidigt plågas Saga av en gnagande känsla av leda. Och känslan av att hon borde GÖRA någonting. Som 40-talisterna gjorde vid Grupp 8:s stencileringsapparater och i demonstrationerna för fri abort och dagis. De hade mål och mening. Men vad blev över till kvinnorna i nästa generation? Hur blir man Kvinna?Ur tomheten försöker Saga vaska fram en egen karta över vilka slag som finns kvar att utkämpa. Saga har länge spanat in Victor Schantz, Stockholms vackraste man. Han är äldre, han känner alla och alla vill framför allt känna honom. De inleder ett förhållande. Eller: hon får i alla fall ligga med honom. Han befaller och hon följer. Deras relation är hemlig, destruktiv, förnedrande. Ett förhållande som står i rak motsats till allt Saga fått lära sig att hon ska vara. Till allt det hon till synes är.I Karolina Ramqvists nya roman får vi följa en ung kvinna genom ungdomens alla stadier, från de första stegen ut ur barndomen och fram till klivet in i ett självständigt vuxenliv. Det är skrivet med nerv och klarsynthet om en generation pressad mellan uttalade och outtalade krav och en känsla av övergivenhet.","C:\Apps\Calibre\Svenska\Karolina Ramqvist\Alltings borjan (1648)\cover.jpg","1095400","Alltings början","77ad748a-3fa9-4595-8bde-7a4fec5dc6d8"
"Fiction, General","Ulf Lundell","Suveränt LundellsktEnsam bor han i huset vid havet. Joar ”Red” Cirroan, berömd fotograf. Han har fyllt sextio, hans arbete är avslutat, han har fått sin första pensionsutbetalning. På helgerna besöker honom den loja Anne, så behaglig att vara med att han stundtals tror att tvåsamheten vore det rätta.Vad ska han göra med de kommande tjugo åren, den sista akten? Kan han bara fortsätta som förut? Som om det bara är något man betar av. Livet. Eller kan man stanna upp, samla sina erfarenheter, ta det som är värt nåt, göra om, börja nytt, forma ut?Varför skulle just han leva sitt liv så djävla upproriskt? Mot allt. Till och med sej själv. Inte alls som brodern Niclas med firma, fin fru, villa med den rätta utsikten, två barn, två bilar, båten, hunden, solsemestrarna ...​Han borde ha sagt nej då man ringde honom från New York och ville ha en retrospektiv bok, en soffbok, men förskottet var så smickrande tilltaget. Nu måste han sammanställa materialet från sitt liv, från allt det som gjorts i det förgångna. Bilderna, kamerorna, kvinnorna, skandalerna. Och katastroferna – även den sista.Ulf Lundells nya roman Allt är i rörelse utspelas från sensommaren 2010 och fram till våren 2011. Storslaget och tjyvnypande, sorgligt och humoristiskt, personligt och allmänmänskligt kommenteras och analyseras livet, åldrandet och vår samtid.Omslagsformgivare: Karl-Magnus Boske","C:\Apps\Calibre\Svenska\Ulf Lundell\Allt ar i rorelse (1649)\cover.jpg","1450545","Allt är i rörelse","58f67a35-983b-4115-bfd5-739fa6a9fc76"
"Social Science, Sociology, General","Magnus Bärtås & Fredrik Ekman","1978 kidnappar nordkoreanska agenter Sydkoreas ”Greta Garbo”, skådespelerskan Madame Choi, och hennes exmake, den hyllade regissören Shin Sang-ok. Efter fem år i fängsligt förvar erbjuds de ett ”kontrakt” mot att de gör offentlig avbön och erkänner att de frivilligt hoppat av till nord. I kontraktet ingår en gigantisk filmbudget samt allt de kan önska sig vad det gäller ekonomiska och personella resurser, statister och rekvisita. Såsom hängivna filmälskare kan de inte tacka nej till erbjudandet att bli kung och drottning över nordkoreansk filmindustri. Två år senare, efter att ha regisserat och producerat en rad filmer i Nordkorea, lyckas filmparet fly och få asyl i USA.Diktatorn Kim Jong Il är känd som hängiven filmälskare. Men hans motiv sträcker sig ännu längre än konnässörens. Filmkonsten och underhållningen är ett hägrande mirakelmedel med vars hjälp han skulle kunna nå det som han ännu inte äger: människors hjärtan. Regimen hade länge hållit befolkningen i ett järngrepp med grymma bestraffningar och läger för oliktänkande och avvikande – nu planerade han få grepp om folket med ytterligare ett medel – melodram och mjuk makt.Efter att ha träffat Madame Choi i Seoul och hört hennes livsberättelse åker Magnus Bärtås och Fredrik Ekman till Nordkorea 2008. De hamnar i en märklig gruppresa mellan monument och kulisser. I gruppen finns nordkoreaexperten, chockturisterna, en jättelik schweizare och en spenslig rysk kemist. Resan spelar upp händelser från det förflutna och skapar möten med egendomliga karaktärer. Med stigande förundran betraktar författarna sakernas tillstånd i Nordkorea. Det blir en ovanlig och absurd resa, ett av de få litterära reportagen från det unika landet.Omslagsformgivare: Sara R. Acedo","C:\Apps\Calibre\Svenska\Magnus Bartas\Alla monster maste do! (1650)\cover.jpg","1124150","Alla monster måste dö!","2e6241ce-5c71-468e-810f-6c2d18359808"
"Fiction, Science Fiction, General, Juvenile Fiction, Fantasy, Fantasy & Magic","Veronica Roth","Finalen i Divergent-trilogin: Nu på bio och över 19 miljoner sålda exemplar världen över!Tänk om hela din värld var en lögn. Tänk om ett enda avslöjande eller ett enda val förändrade allt. Tänk om kärlek och lojalitet fick dig att göra saker som du inte trodde var möjliga.Det falangbaserade samhälle som Tris Prior en gång trodde på är splittrat av våld och maktkamper, ärrat av svek och förluster. Så när hon får chansen att utforska en värld bortom den hon hittills känt, är Tris redo. Kanske kan hon och Tobias bygga ett nytt och enklare liv tillsammans bortom stängslet, ett liv fritt från komplicerade lögner, hoptrasslade lojaliteter och plågsamma minnen.Men Tris nya verklighet är ännu mer skrämmande än den hon lämnat bakom sig. Gamla sanningar förlorar snart sin mening, och nya omskakande insikter förändrar människorna hon älskar. Och än en gång måste Tris kämpa med att försöka förstå den mänskliga naturens komplexitet och sin egen samtidigt som hon ställs inför svåra val i fråga om mod, lojalitet, uppoffring och kärlek.VERONICA ROTH föddes 1988 i en förort till Chicago. Medan hon studerade på Northwestern University började hon skriva på sin dystopiska science fiction-trilogi, varav de två första delarna, Divergent och Insurgent, snart blev enorma försäljningssuccéer. Våren 2014 hade filmversionen av Divergent, med bland annat Shailene Woodley och Kate Winslet i rollerna, premiär. Allegiant är den tredje och avslutande delen i trilogin, som hittills sålt i över 19 miljoner exemplar världen över.Vald till »Årets ungdomsbok inom Fantasy &amp; Science fiction« på GoodreadsDivergent-serien har hittills sålt i över 30 miljoner exemplar världen över!","C:\Apps\Calibre\Svenska\Veronica Roth\Allegiant (Movie Tie-In Edition) (1651)\cover.jpg","1282515","Allegiant (Movie Tie-In Edition)","c5c827a3-fe27-4ce4-b45c-0d3ea6c777fb"
